id	l1	name
3010004004002002	3010	反“8”相似
3010004004002003	3010	母子相似
3010004004002004	3010	一线三等角
3010004004002005	3010	旋转相似
3010004004002006	3010	12345模型
3010004004002007	3010	射影定理
3010004004004	3010	黄金比
3010004004005	3010	相似三角形的判定
3010004004006	3010	相似三角形的应用
3010004004007	3010	相似三角形的综合
3010004004008	3010	平行线截线段成比例
3010004005001	3010	解直角三角形
3010004005004	3010	等角转换法
3010004005007001	3010	1/2,1/3,45°知二推一
3010004005007002	3010	已知1/2,1/3.求倍角
3010004005007003	3010	已知3/4,4/3求半角
3010004005008001	3010	仰角与俯角
3010004005008002	3010	方位角
3010004005008004	3010	抽象实物图
3010004005009	3010	特殊角三角处理方法
3010005001001	3010	多边形的有关公式于相关证明与计算
3010005001002	3010	平行四边形的判定
3010005001003	3010	平行四边形的性质
3010005002001	3010	菱形的性质与判定
3010005002002	3010	矩形的性质与判定
3010005002003	3010	矩形内十字架模型
3010005003001	3010	四边相等
3010005003002	3010	对角线互相垂直
3010005003003	3010	轴对称
3010005003004	3010	正方形中的十字架
3010005003005	3010	半角模型
3010005003006	3010	手拉手
3010005003007	3010	正方形中的四点共圆
3010005003008	3010	正方形中的弦图
3010005003010	3010	正方形与面积
3010005003011	3010	正方形与相似
3010005003012	3010	正方形的一线三垂直
3010006001002	3010	垂径定理及其推论
3010006001003	3010	圆周角定理及其推理
3010006001005	3010	圆心角，弧，弦之间的关系
3010006001006	3010	圆的内接四边形
3010006001007	3010	相交弦定理
3010006001008	3010	圆内十字架
3010006001009	3010	圆中等腰三角形
3010006001010	3010	阿基米德折弦
3010006001011	3010	平行弦
3010006001012	3010	圆的折叠
3010006001013	3010	圆与相似综合
3010006002002	3010	切线的性质
3010006002003	3010	切线的判定
3010006002004	3010	切线长定理
3010006003001	3010	弧长、扇形、圆锥的计算
3010006003002	3010	非切线圆综合题
3010006004004	3010	路径长问题
3010007001001	3010	统计的有关概念
3010007001002	3010	统计图表和数据分析
3010007002001	3010	事件
3010007002002	3010	概率
3010008001001	3010	视图与投影及其计算
3010008001002	3010	几何题的展开图
3071001001001	3071	有理数的作用
3071001001002	3071	数的拓展
3071001001005001	3071	等差型
3071001001005002	3071	等比型
3071001001005003	3071	完全平方型
3071001001005004	3071	裂项型
3071001001005005	3071	周期型
3071001001005006	3071	新定义型
3071001001008	3071	计算
3071001002001	3071	认识数轴
3071001002002	3071	利用数轴表示有理数
3071001002003	3071	数轴上点的距离
3071001002004	3071	数轴的中点和对称
3071001002005	3071	数轴上有理数大小比较
3071001002006	3071	利用数轴解决实际问题
3071001002007001	3071	匀速运动
3071001002007002	3071	变速运动
3071001002007003	3071	挡板问题
3071001002007004	3071	定值问题
3071001002007005	3071	新定义问题
3071001002008	3071	数轴中的规律
3071001002009	3071	相反数
3071001002010	3071	倒数
3071001002011	3071	数轴上点的移动
3071001004001	3071	去绝对值
3071001004002	3071	已知数轴上的点，去绝对值
3071001004003	3071	已知绝对值的结果，求原数
3071001004004001	3071	零零模型
3071001004004002	3071	利用非负性求最值
3071001004004003	3071	用字母表示绝对值结果求范围
3071001004004004	3071	绝对值与数轴动点
3071001004005	3071	绝对值的运算
3071001004006	3071	绝对值与它本身的商
3071001004007	3071	绝对值的几何性
3071001004008	3071	绝对值的有关概念
3071001004009	3071	双重绝对值
3071001004010	3071	绝对值方程
3071001004011	3071	奇点偶段求最值
3071001005001	3071	有理数的大小比较
3071001005002	3071	关于绝对值的大小比较
3071001005003	3071	含字母式子的大小比较
3071001005004	3071	有理数的大小综合
3071001005005	3071	“新定义”问题
3071001005006	3071	综合
3071001006001	3071	相反意义的量
3071001006002	3071	误差问题
3071001006003	3071	正负数的分类
3071001006004	3071	规律性问题
3071001006005	3071	正负数的差
3071001007001	3071	有理数的分类
3071001007002	3071	含字母式子的理解
3071001007003	3071	应用题
3071001007004	3071	计算
3071001007005	3071	数论
3071002001001	3071	同号两数相加
3071002001002	3071	异号两数相加
3071002001003	3071	有关有理数加法概念理解
3071002001004	3071	含绝对值的加法运算
3071002001005	3071	有理数的加法运算的综合
3071002001006	3071	有理数加法的应用
3071002002001	3071	有理数加法简便运算
3071002002002	3071	运用拆项法运算
3071002002003	3071	和字母，数轴，定义新运算有关运算
3071002002004	3071	有理数加法应用题
3071002003001	3071	减法运算法则
3071002003002	3071	对有理数减法概念理解
3071002003003	3071	含绝对值的运算
3071002003004	3071	找规律，定义新运算题型
3071002003005	3071	有理数的加减混合运算
3071002003006	3071	有理数减法应用
3071002004001	3071	有理数乘法法则
3071002004002	3071	有理数乘以零
3071002004003	3071	多个有理数的积
3071002004004	3071	通过有理数的积与和的符号来判断两个有理数的符号
3071002004005	3071	倒数与负倒数
3071002004006	3071	有理数乘法计算
3071002004007	3071	有理数乘法简便运算
3071002004008	3071	定义新运算和找规律
3071002005001	3071	有理数除法法则直接除
3071002005002	3071	除以一个非零的数等于乘上这个数的倒数
3071002005003	3071	有理数除法计算
3071002005004	3071	有理数除法简便运算
3071002005005	3071	绝对值的化简
3071002005006	3071	有理数除法应用题
3071002006001	3071	认识幂
3071002006002	3071	有理数乘方的运算法则
3071002006003	3071	同底数幂，同指数幂的运算
3071002006004	3071	已知幂求底数
3071002006005	3071	幂的运算的实际生活应用问题
3071002006006	3071	幂的运算规律性问题
3071002006007	3071	进制问题
3071002006008	3071	幻方，幻圆，24点
3071002007001	3071	认识科学计数法
3071002007002	3071	已知科学计数法，写出原数。
3071002007003	3071	科学计数法的运算
3071002007004	3071	用科学计数法表示一个大数
3071002008001	3071	有理数混合运算法则
3071002008002001	3071	利用运算律进行运算
3071002008002002	3071	拆项，凑整运算
3071002008002003	3071	倒数法
3071002008002004	3071	错位相消
3071002008002005	3071	整体法（换元法）
3071002008002006	3071	通项法
3071002008002007	3071	裂项法
3071002008003	3071	找规律和定义新运算
3071002008004	3071	有理数综合应用题
3071002009001	3071	认识准确数与近似数
3071002009002	3071	近似数的精确位
3071002009003	3071	通过近似数找出原数的范围
3071002009004	3071	有效数字（非浙教知识点）
3071002009005	3071	近似数的应用
3071002010001	3071	去括号与添括号
3071002010002	3071	使用交换律进行加减运算
3071002010003	3071	使用整数分离法
3071002010004	3071	找规律，定义新运算
3071002010005	3071	有理数的加减混合运算
3071002010006	3071	应用
3071002011001	3071	乘法交换律与结合律
3071002011002	3071	乘法分配律
3071002011003	3071	拆项法
3071002011004	3071	裂项法
3071002011005	3071	整体法
3071002011006	3071	定义新运算和找规律
3071003001001	3071	平方根
3071003001002	3071	算术平方根
3071003001003	3071	平方根与算术平方根的灵活应用
3071003001004	3071	√a²与（√a）²
3071003001005001	3071	被开方数非负
3071003001005002	3071	零零模型
3071003001005003	3071	根号下互为相反数
3071003001005004	3071	根号下存在非正数
3071003001006	3071	算术平方根的规律性问题
3071003002001	3071	识别无理数
3071003002002	3071	无理数的大小估算
3071003002003	3071	无理数的整数部分和小数部分
3071003002004	3071	实数的相反数和绝对值
3071003002005	3071	实数的大小比较
3071003002006	3071	实数与数轴上点的关系
3071003002007	3071	网格有关的面积问题
3071003003001	3071	立方根的概念和性质
3071003003002	3071	开立方根
3071003003003	3071	3√a³与（3√a）³
3071003003004	3071	利用平分根和立方根来解高次方程
3071003003005	3071	立方根的实际应用
3071003003006	3071	立方根的规律性问题
3071003004001	3071	实数的运算
3071003004002	3071	无理数的运算结果
3071003004003	3071	绝对值，倒数和相反数的运算
3071003004004	3071	非负数的和
3071003004005	3071	实数简便运算
3071003004006	3071	定义新运算
3071004001001	3071	数字问题
3071004001002	3071	营销问题增长率问题
3071004001003	3071	有理数问题
3071004001004	3071	几何问题
3071004001005	3071	找规律新定义问题
3071004001006	3071	用字母表示数
3071004002001	3071	认识代数式
3071004002002	3071	代数式的书写规范
3071004002003	3071	列代数式
3071004002004	3071	代数式实际应用题
3071004002005	3071	找规律和新定义
3071004003001	3071	直接代入求值
3071004003002	3071	整体代入求值
3071004003003	3071	先求字母的值，再代入求值
3071004003004	3071	所有次数为偶数或者奇数的代数式求值
3071004003005	3071	赋值法求代数式的值
3071004003006	3071	用降次求代数式的值
3071004003007	3071	应用题新型定义求值
3071004003008	3071	程序图问题
3071004004001	3071	认识单项式
3071004004002	3071	单项式的次数与系数
3071004004003	3071	认识多项式
3071004004004	3071	多项式的次数与项
3071004004005	3071	整式
3071004004006	3071	升降幂排列
3071004005001	3071	同类项的定义
3071004005002	3071	利用同类项的定义求字母（代数式）的值
3071004005003	3071	合并同类项
3071004005004	3071	利用合并同类项化简求值
3071004005005	3071	多项中不含某项或与某项无关
3071004006001	3071	去括号
3071004006002	3071	添括号
3071004006003	3071	绝对值
3071004006004	3071	已知化简后的多项式或化简后不含某项与某字母无关
3071004006005	3071	整式化简求值
3071004007001	3071	整式的加减
3071004007002	3071	指定几次几项式
3071004007003	3071	两个多项式的和的次数和系数问题
3071004007004001	3071	营销问题
3071004007004002	3071	方案问题
3071004007004003	3071	分段计费问题
3071004007004004	3071	几何图形问题
3071004007004005	3071	代数式pisa
3071004007004006	3071	几何定值问题
3071005001001	3071	认识一元一次方程
3071005001002	3071	已知一元一次方程求字母的值
3071005001003	3071	一元一次方程的解
3071005001004	3071	列一元一次方程
3071005002001	3071	等式的基本性质
3071005002002	3071	等式中的“不平等待遇”
3071005002003	3071	利用等式的性质代数式求值
3071005002004	3071	利用等式的性质解一元一次方程
3071005002005	3071	等式的图形应用
3071005003001	3071	移项解方程
3071005003002	3071	去括号解方程
3071005003003	3071	同解问题
3071005003004	3071	整数解问题
3071005003005	3071	绝对值方程的解法
3071005004001	3071	解含分数的一元一次方程
3071005004002	3071	解含有小数的一元一次分母
3071005004003	3071	解多层括号的一元一次方程
3071005004004	3071	利用技巧来解一元一次方程
3071005004005	3071	整体法来解一元一次方程
3071005004006	3071	方程解的个数问题
3071005004007	3071	看错了题型
3071005004008	3071	新定义题型
3071005005003	3071	营销问题
3071005005005	3071	打折问题
3071005005006	3071	数字日历问题
3071005006001	3071	认识方程
3071005006002	3071	列方程
3071005006003	3071	认识方程的解
3071005007002	3071	几何图形问题
3071005008001001	3071	行程问题
3071005008001002	3071	追及问题
3071005008001003	3071	相遇问题
3071005008001004	3071	环形跑问题
3071005008001005	3071	逆水行舟问题
3071005008002	3071	数轴动点问题
3071005008003	3071	工程问题
3071005008004	3071	配套问题
3071005009001	3071	储蓄和股票问题
3071005009002	3071	分段计费问题
3071005009003	3071	调配问题
3071005009004	3071	方案选择问题
3071005009005	3071	答题分类问题
3071005009006	3071	其它问题
3071006001001	3071	立体图形的识别与分类
3071006001002	3071	点、线、面
3071006001003	3071	棱柱的顶点，棱，面
3071006001004	3071	平面图形的认识
3071006002001	3071	线段，射线，直线的概念及表示方法
3071006002002	3071	线段、射线、直线的计数
3071006002003	3071	直线的基本事实及性质
3071006002004	3071	线段、射线、直线的画法
3071006002005	3071	平面上的点与直线条数之间的关系
3071006003001	3071	线段长短比较的方法
3071006003002	3071	线段的基本事实及性质
3071006003003	3071	线段间的距离
3071006003004	3071	线段长度的计算
3071006003005	3071	不共线的三点问题
3071006004001	3071	线段的和差
3071006004002	3071	线段的中点概念
3071006004003	3071	中点计算及双中点模型
3071006004004	3071	线段的比
3071006004005	3071	利用数轴理解线段
3071006004006	3071	代数思想求线段长（设而不求）
3071006004007	3071	线段的折叠
3071006005001	3071	角的概念
3071006005002	3071	角的表示方法
3071006005003	3071	角的计数
3071006005004	3071	角的度量与计算
3071006005005	3071	钟面角
3071006005006	3071	方位角
3071006006001	3071	角的分类
3071006006002	3071	角的大小比较
3071006006003	3071	网格中角的大小比较
3071006006004	3071	组合三角板和折叠中角的大小比较
3071006007001	3071	角的和差
3071006007002	3071	三角板问题
3071006007003	3071	角平分线及双角平分线
3071006007004	3071	比例问题
3071006007005	3071	折叠问题
3071006007006	3071	动态问题
3071006007007	3071	三角板旋转问题
3071006008001	3071	余角
3071006008002	3071	补角
3071006008003	3071	找一个角的余角或补角
3071006008004	3071	余角，补角的应用
3071007	3071	中考一轮复习
3071008001	3071	考点1：基础计算
3071008002	3071	考点2：基础解方程
3071008003	3071	考点3：有关概念考察
3071008004	3071	考点4：绝对值综合
3072001001001	3072	认识平行线
3072001001002	3072	有关概念考察
3072001001003	3072	平行线的作图问题
3072001001004	3072	相交线与平行线的规律问题
3072001002001	3072	认识三线八角
3072001002002	3072	判断两角属于哪两条直线被哪直线所截的什么角。
3072001002003	3072	找出一个图形中的指定角的所有的同位角，内错角，同旁内角。
3072001002004	3072	找出图中所有的三线八角中的某个角
3072001003001	3072	平行线判定公理
3072001003002	3072	同位角相等两直线平行的应用
3072001003004	3072	在同一平面内垂直于同一条直线的两条直线平行
3072001003005	3072	有关规律性问题
3072001004001	3072	已知角的关系判定平行线
3072001004002	3072	平行线判定的应用
3072001004003	3072	反射问题
3072001004004	3072	组合三角板问题
3072001004005	3072	方位及拐弯问题
3072001005001	3072	已知平行，求角度
3072001005002	3072	平行线性质的应用
3072001006001	3072	两直线平行，内错角相等
3072001006002	3072	两直线平行，同旁内角互补
3072001006003001	3072	猪蹄模型
3072001006003002	3072	铅笔头模型
3072001006003003	3072	鸟头模型
3072001006003004	3072	模型综合应用
3072001006004	3072	折纸问题
3072001006005001	3072	线旋转问题
3072001006005002	3072	三角板旋转问题
3072001006005003	3072	设元导角问题
3072001006005005	3072	其它
3072001006006	3072	平行线的性质与判定综合应用
3072001006007	3072	生活实践问题
3072001007001	3072	认识平移图形
3072001007002	3072	平行线之间的距离
3072001007003	3072	等积变形
3072001007004	3072	平移的性质
3072001007005	3072	作平移图形
3072001008001	3072	垂线的性质
3072001008002	3072	有关概念的考察
3072001008003	3072	点到直线的距离
3072001008004	3072	作图题
3072001008005	3072	有关角的计算
3072001008006	3072	动态问题
3072001009001	3072	直线与直线的交点个数
3072001009002	3072	对顶角的性质
3072001009003	3072	与对顶角有关的计算
3072001009004	3072	认识对顶角
3072002001001	3072	认识二元一次方程
3072002001002	3072	二元一次方程的解
3072002001003	3072	用一个字母表示另一个字母
3072002001004	3072	解二元一次方程及解不定方程
3072002002001	3072	认识二元一次方程组
3072002002002	3072	二元一次方程组的解
3072002002003	3072	列二元一次方程组
3072002004001	3072	加减消元法来解二元一次方程
3072002004002	3072	利用二元一次方程组的解法解决非负数、同类项等问题
3072002004003	3072	二元一次方程组同解问题，
3072002004004	3072	方程组解的个数问题。
3072002004005	3072	整体法解二元一次方程
3072002004006	3072	看错了题型解法
3072002004007	3072	二元一次方程（组）与代数的综合应用
3072002006001	3072	几何图形问题
3072002006002	3072	方案设计问题
3072002006003	3072	分段计费问题
3072002006004	3072	其它问题
3072002006005	3072	二元一次方程的PISA
3072002007001	3072	用一个字母表示另一个字母
3072002007002	3072	用代入法解二元一次方程组
3072002007003	3072	用整体代换法解二元一次方程组
3072002007004	3072	双整数问题
3072002008001	3072	二元一次方程的应用
3072002008002	3072	数学文化问题
3072002008003	3072	行程问题
3072002008004	3072	工程问题
3072002008005	3072	配套问题
3072002008006	3072	整数解问题
3072002009001	3072	认识三元一次方程（组）
3072002009002	3072	解三元一次方程组
3072002009003	3072	不定解方程
3072002009004	3072	三元一次方程组的应用
3072003001001	3072	同底数幂的乘法
3072003001002	3072	底数为数字的幂的乘法
3072003001003	3072	底数互为相反数和底数为多项式的幂的乘法
3072003001004	3072	同底数幂乘法的逆应用
3072003001005	3072	新定义运算
3072003002001	3072	幂的乘方
3072003002002	3072	数字幂的乘方
3072003002003	3072	幂的乘方的逆用
3072003002004	3072	化同指比较大小
3072003003001	3072	同底数幂的乘法
3072003003002	3072	能化同底的幂的乘法
3072003003003	3072	同底数幂的乘法逆用
3072003003004	3072	幂的运算综合
3072003003005	3072	比较大小
3072003003006	3072	用整体思想应用公式
3072003003007	3072	底数乘积等于幂题型
3072003004001	3072	单项式乘以单项式
3072003004002	3072	单项式乘多项式
3072003004003	3072	单项式乘多项式中不含某项或与某项无关
3072003005001	3072	多项式乘多项式
3072003005002	3072	多项式乘多项式等于多项式
3072003005003	3072	通过几何图形验证多项式乘多项式
3072003005004	3072	多项式乘除几何图形问题
3072003006001	3072	多项式乘法混合运算
3072003006002	3072	多项式乘多项式等于多项式
3072003006003	3072	不含某项或与某项无关
3072003006004	3072	多项式乘法“看错某项”问题\t
3072003006005	3072	整式整除题型
3072003007001	3072	平方差公式的定义
3072003007002	3072	应用平方差公式简便计算
3072003007003	3072	平方差公式的逆用
3072003007004	3072	平方差公式的链式反应
3072003007005	3072	其它
3072003008001	3072	完全平方和差公式的定义
3072003008002	3072	数字的简便运算
3072003008003	3072	两个以上字母乘积
3072003008004	3072	完全平方公式缺一项
3072003008005	3072	（a－b）2，a2＋b2，（a＋b）2，ab知二推一。
3072003008006	3072	完全平方和的几何背景
3072003008007	3072	整式乘除PISA
3072003009001	3072	二次项系数为1
3072003009002	3072	二次项系数是一个完全平方数
3072003009003	3072	二次项系数不为1
3072003009004	3072	先消元再配方
3072003009005	3072	多个字母配方
3072003009006	3072	多个字母混合配方
3072003009007	3072	隐含范围的配方求最值
3072003009008	3072	主元法配方
3072003010001	3072	整式的混合运算
3072003010002	3072	化简求值
3072003010003	3072	整体法化简求值
3072003010004	3072	乘法公式的其它应用
3072003011001	3072	同底数幂相除
3072003011002	3072	同底数幂相除的逆用
3072003012001	3072	零次幂和负整数次幂
3072003012002	3072	科学计数法
3072003012003	3072	结果为1的幂
3072003012004	3072	应用题
3072003013001	3072	单项式相除
3072003013002	3072	多项式除以单项式
3072003013003	3072	多项式相除
3072004001001	3072	因式分解的概念
3072004001002	3072	因式定理
3072004001003	3072	看错了题型
3072004002001	3072	公因式
3072004002002	3072	提公因式法因式分解
3072004002003	3072	利用提取公因式法因式分解简便计算
3072004002004	3072	提取公因式法的应用
3072004003001	3072	利用平方差公式分解因式
3072004003002	3072	利用平方差公式分解因式来简便运算
3072004003003	3072	利用平方差公式分解因式应用
3072004004001	3072	利用完全平方公式分解因式
3072004004002	3072	补全完全平方式
3072004004003	3072	用配方法因式分解
3072004004004	3072	利用因式分解解决整除问题
3072004004005	3072	应用十字相乘法因式分解
3072004004006	3072	分组分解法
3072004004007	3072	因式分解综合
3072004004008	3072	因式分解数论应用
3072004005001	3072	拓展公式
3072004005002001	3072	整体换元思想
3072004005002002	3072	平均值换元思想
3072004005003	3072	拆添项法
3072004005004	3072	双十字相乘法
3072004005005	3072	主元法
3072004005006	3072	待定系数法
3072004005007	3072	试根法
3072004005008	3072	特殊值法
3072005001001	3072	认识分式
3072005001002	3072	分式有意义的条件
3072005001003	3072	分式的值为0
3072005001004	3072	分式求值
3072005001005	3072	列分式
3072005002001001	3072	最高次化为正数
3072005002001002	3072	各项系数化为整数
3072005002001003	3072	字母同时扩大相同倍数
3072005002002	3072	分式化简
3072005002003	3072	最简分式
3072005003001	3072	约分
3072005003002	3072	用整体思想来求分式的值
3072005003003	3072	双整数问题
3072005004001	3072	分式的乘除
3072005004002	3072	分子分母可以因式分解的分式乘除
3072005005001	3072	同分母的分式加减
3072005005002	3072	找规律题型
3072005005003	3072	分式化简求值
3072005006001	3072	最简公分母
3072005006002	3072	异分母的分式加减
3072005006003	3072	利用分式的性质进行等式变形
3072005006004	3072	分式的混合运算
3072005006005	3072	分式的化简求值
3072005006006	3072	对比系数求值题型
3072005006007	3072	双整数问题
3072005006008	3072	比较分式的大小
3072005007001	3072	遇比例设“k”法分式求值
3072005007002	3072	利用公式来求值
3072005007003	3072	应用倒数法来求值
3072005007004	3072	巧用变形来分式求值
3072005007005	3072	找规律
3072005007006	3072	裂项相消法
3072005007007	3072	逐项通分
3072005007008	3072	其它
3072005008001	3072	分式方程的定义
3072005008002	3072	分式方程的根
3072005008003	3072	解简单的分式方程
3072005008004	3072	巧解分式方程
3072005008005	3072	用换元法解分式方程；
3072005008006	3072	分式方程的增根
3072005008007	3072	分式方程有解、无解、解的范围
3072005008008	3072	新定义问题
3072005009001	3072	行程问题
3072005009002	3072	工程问题
3072005009003	3072	营销问题
3072005009004	3072	方案问题
3072005009005	3072	配套调配问题
3072005009006	3072	其它
3072006001001	3072	数据收集与整理
3072006001002	3072	通过统计表来处理数据
3072006002001	3072	调查方式的正确选择
3072006002002	3072	设计抽样调查方案
3072006002003	3072	熟知总体、样本、个体及样本容量的区别
3072006003001	3072	条形统计图
3072006003002	3072	折线统计图
3072006003003	3072	条形统计图与折线统计图
3072006004001	3072	扇形统计图
3072006004002	3072	统计图的正确选择
3072006005001	3072	组距
3072006005002	3072	频数
3072006005003	3072	频数统计表
3072006006001	3072	频率
3072006007001	3072	频数直方图
3072006007002	3072	组中值
3072006007003	3072	频数分布直方图综合
3072008001	3072	考点1：解二元一次方程组
3072008002	3072	考点3：有关概念考察
3072008003	3072	考点2：幂的运算
3072008004	3072	考点4：项目化应用
3081001001001	3081	认识三角形
3081001001002	3081	组成三角形的条件
3081001001003	3081	已知两边求第三边的取值范围
3081001001004	3081	周长固定三边的关系
3081001001005	3081	几何图形中的三边关系
3081001001006	3081	三角形的内角和
3081001002001	3081	三角形的角平分线
3081001002002001	3081	中线平分边长
3081001002002002	3081	中线平分面积
3081001002002003	3081	面积比与线段比
3081001002003001	3081	认识高
3081001002003002	3081	利用高得垂直
3081001002003003	3081	高与面积
3081001003001	3081	认识定义与命题
3081001003002	3081	把命题改为“如果…那么…”形式
3081001004001	3081	证明
3081001004002	3081	反例
3081001004003	3081	推论论证
3081001005001	3081	认识全等图形
3081001005002	3081	全等三角形的对应边相等
3081001005003	3081	全等三角形的对应角相等
3081001005004	3081	动态问题
3081001006001	3081	三角形的稳定性
3081001006002	3081	三边相等判定全等的应用
3081001006003001	3081	已知边长相等
3081001006003002	3081	公共边相等
3081001006003003	3081	中点平分边
3081001006003004	3081	等量代换
3081001006005	3081	求作一个角等于已知角
3081001007001	3081	边角边判定全等三角形
3081001007002001	3081	公共角
3081001007002002	3081	角平分线
3081001007002003	3081	手拉手
3081001007002004	3081	平行
3081001007002005	3081	同角的余角相等
3081001007004	3081	边边角形的三角形构造
3081001008001	3081	角边角和角角边判定全等三角形
3081001008002	3081	同角的余角相等
3081001008003	3081	一线三垂直（K形图）
3081001008004	3081	“8”形
3081001008007	3081	添加条件
3081001008008	3081	求作三角形
3081001009001001	3081	倍长中线
3081001009001002	3081	倍长过中点的线段
3081001009001003	3081	平行线之间的中点
3081001009002	3081	半角旋转
3081001009003	3081	一线三垂直
3081001009004	3081	在角两边截取长度相等的线段
3081001009005	3081	对角互补模型
3081001009006	3081	婆婆模型
3081001009007	3081	动点问题
3081001009008	3081	确定三角形
3081001009009	3081	错位角分线
3081001009010	3081	一线三等角
3081001009011	3081	截长补短
3081001011001	3081	命题的真假
3081001011002	3081	基本事实与定理
3081001012001	3081	认识三角形的外角及外角的基本性质
3081001012002001	3081	飞镖型（燕尾模型）
3081001012002002	3081	飞机模型
3081001012002003	3081	折角模型
3081001012002004	3081	切角模型
3081001012003	3081	求不规则多边形的内角和
3081001012004001	3081	双内角平分线
3081001012004002	3081	双外角平分线
